industry,function,usecase,paragraph_ID
location,location - based data,location - based data,495
research,end users,revenues for service providers,496
retail1,us retail,us retail,497
productivity,productivity,productivity growth,498
product development,development,up to 50 % lower product development cost up to 25 % lower operating cost up to 30 % gross margin increase,499
eu public sector3,public sector,eu,500
€,productivity,productivity growth,501
us health care,us health care,us health care,502
$,productivity,productivity growth,503
value,value captured,value captured,504
retail,functional,manufacturing levers divided by functional application,505
mc,analysis,expert interviews ; mckinsey global institute analysis,506
es,duplicate,duplicate,507
penetration of gps - enabled,gps - enabled,penetration of gps - enabled,508
smartphones,smartphones,smartphones,509
companies,analytical,lack of analytical talent siloed data,510
it systems,it systems,skeptical of impact,511
different,analytical,lack of analytical talent siloed data,512
agencies,agencies,agencies,513
clinical,clinical,need to demonstrate clinical,514
utility,utility,utility to gain acceptance,515
interoperability and data sharing,data sharing,interoperability and data sharing,516
data and analytics,data and analytics,investing,517
traditional industries,data assets and analytics,high returns are largely driven by only a few successful organizations . early adopters are posting faster growth in operating profits,518
data infrastructure and talent,technology,incorporating data and analytics into a core strategic vision . the next step is developing the right business processes and building capabilities,519
multiple,location - based services,use gps and other data to pinpoint where a person ( or a vehicle or device ) is situated in real time,520
industries and consumers,mobile phone location - based service,mon,521
smartphones,smartphones,benefits these services create,522
marketing,marketing,big data analytics,523
analytics,analytics,analytics,524
research,mobility,networked society,525
june,june,june,526
opportunities,opportunities,opportunities still uncaptured,527
retail sector,retail,potential value captured,528
technology,mobile location - based services,time and fuel savings,529
any industry,geospatial data,generate new insights and improve efficiency,530
retail,analytics,boost,531
retailers,analytics,incentives for adoption,532
"grocery sector has led the way , while smaller retailers specializing in clothing , furnishings , and accessories",real - time information,creating an end - to - end view of their entire value chain,533
"marketing , merchandising , operations , supply - chain management , and new business models",analytics,integrating analytics,534
marketing and sales,"marketing and sales , the biggest emphasis has been on improved cross - selling , including “ next product to buy ” recommendations",improved cross - selling,535
retail,real - time enterprise stories,real - time enterprise stories,536
sap,"insights , sap",insights,537
target,beacon test,target launches beacon test in 50 stores,538
2015,2015,what is main idea ? [SEP],539
manufacturing,manufacturing,potential value captured,540
eu public sector,potential value captured by the eu public sector,potential value captured by the eu public sector,541
operations and supply - chain levers,"making performance more transparent , optimizing staffing levels , improving sourcing , and streamlining shipping and transport",making performance more transparent,542
manufacturing industries have captured only about 20 to 30 percent of the potential value we estimated in our 2011 research — and most of that has gone to a handful of industry - leading companies,analytics,the sector ’ s main barrier seems to be the perception of many companies that the complexity and cost of analytics could outweigh the potential gains,543
"r & d , supply - chain management , production , and after - sales support",data and analytics,realize value,544
"siemens , ge , and schneider electric",servicing offers,designing new facilities,545
"government services more efficient , reducing fraud and errors in transfer payments , and improving tax collection","making government services more efficient , reducing fraud and errors in transfer payments , and improving tax collection","making government services more efficient , reducing fraud and errors in transfer payments , and improving tax collection",546
"tax agencies ) have adopted more pre - filled forms . there is also a movement to improve data sharing across agencies , exemplified in the eu initiative called “ tell it once . ” on a country - specific level , the netherlands has moved most tax and social welfare",online,improve data sharing across agencies,547
fraud and errors in transfer payments,analytics,improve the rate of tax collection,548
opportunities,opportunities,opportunities still uncaptured,549
health - care sector,potential value captured by the us health - care,potential value,550
united kingdom ’ s payment phase segmentation,tax forms,cross - checks between agencies to improve the accuracy of their reviews of tax forms,551
tax,adoption,government adoption,552
us health - care,analytics,"big data analytics could unlock in the us health - care sector . to date , only 10 to 20 percent of this value has been realized . making a major shift in how data is used",553
"clinical operations , accounting and pricing , r & d , new business models , and public health",public health,rapid expansion of electronic medical records,554
accounting and pricing,pricing,transparency in health - care pricing,555
pharmaceutical industry,contract research,reduce the time and cost of clinical trials,556
health information technology,electronic health record systems,adoption of electronic health record systems,557
healthcare,sap hana,unlock value of on - demand patient data,558
sequencing a genome,sequencing a genome,sequencing a genome,559
food and drug administration,label expansion opportunities,finding additional uses for the same drug,560
aggregates and synthesizes clinical records,analytics,aggregates and synthesizes clinical records,561
diagnosis,machine learning to assist in diagnosis and clinical decision making,integrating data and analytics,562
oncology,data analytics,the potential to launch a new era of truly personalized medicine,563
adoption and value capture,data - driven,data - driven way of doing business,564
analytics is a multistep process within an organization the relatively slow pace of progress in many domains,analytics,adopting analytics,565
technology,technology,large technology investments,566
data and analytics be used for ? how will the insights drive value ? how will the value be measured ? the second component is building out the underlying data architecture as well as data collection or generation capabilities . many incumbents struggle with switching from legacy data systems to a more nimble and flexible architecture to store and harness big data ; they may also need to complete the process of fully digitizing transactions and processes in order to collect all the data that could be useful . the third element is acquiring the analytics capabilities needed to derive insights from data,analytics capabilities needed to derive insights from data,acquiring the analytics capabilities needed to derive insights from data,567
national,genome sequencing,genome sequencing,568
opportunities,opportunities,opportunities still uncaptured,569
executives,data,changing,570
exhibit,what kind of application ? [SEP],what is main idea ? [SEP],571
data and analytics,data and analytics,focusing on five elements,572
use cases / sources of value,use cases,use cases / sources of value,573
internal,internal,internal,574
data modeling,data modeling,data modeling,575
process,process redesign,process redesign,576
capability building,capability building,capability building,577
data,data,data,578
ecosystem,ecosystem,ecosystem,579
modeling,modeling,modeling insights,580
workflow integration,workflow integration,workflow integration,581
adoption,adoption,adoption,582
external,external,external,583
he,smart box,smart box,584
tech,tech enablement,tech enablement,585
change management,change management,change management,586
business need and projected impact,articulating the business need and projected impact,articulating the business need and projected impact,587
▪,solution,how the business would use the solution,588
gathering data from internal systems and external sources,analytic,gathering data from internal systems and external sources ▪ appending key ▪ creating an analytic ▪ enhancing data,589
external,external data,external data,590
sandbox,sandbox,sandbox,591
deriving new predictor variables,deriving new predictor variables,deriving new predictor variables,592
linear and nonlinear modeling,applying linear and nonlinear modeling,applying linear and nonlinear modeling to derive new insights,593
codifying and testing,codifying and testing,codifying and testing,594
heuristics,heuristics,informing predictor variables,595
redesigning processes,developing,redesigning processes,596
work,intuitive user interface,intuitive user interface,597
automating,automating,automating,598
workflows,workflows,workflows,599
building frontline and management,building frontline and management capabilities,building frontline and management capabilities,600
managing change and tracking adoption,managing change and tracking adoption with performance indicators,managing change and tracking adoption with performance indicators,601
mckinsey analytics ; mckinsey global institute analysis,analysis,analysis,602
es,duplicate,duplicate,603
"ge , mercedes - benz , ferrari f1 , and union pacific",digital native,"digital native companies have a huge natural advantage in these areas . it is harder for traditional companies to overhaul or change existing systems , but hesitating to get started can leave them vulnerable to being disrupted",604
"strategy , leadership , and talent ; organizational structure and processes ; and technology infrastructure",data and analytics,identifying the most critical internal barriers for organizations,605
exhibit,exhibit,exhibit,606
"strategic , leadership , and organizational",data and analytics,use data and analytics effectively,607
data and analytics,data and analytics,pursuit of its data and analytics objectives,608
high,high,high,609
moderate,moderate,moderate,610
low,low,what is main idea ? [SEP],611
barriers,barriers,barriers,612
constructing a strategy,constructing a strategy,constructing a strategy,613
"strategy , leadership , and talent",strategy,strategy,614
structure and processes,organi - zational structure and processes,organi - zational structure and processes,615
senior management,ensuring senior management involvement,ensuring senior management involvement,616
functional and technical,securing internal leadership for data and analytics projects attracting and / or retaining appropriate talent ( both functional and technical,securing internal leadership for data and analytics projects,617
it,infra - structure,infra - structure,618
investing,investing,investing,619
data architecture and technology infrastructure,data,designing effective data architecture and technology infrastructure,620
mc,analysis,analysis,621
high,high,high,622
[SEP],what kind of application ? [SEP],what is main idea ? [SEP],623
man,man,man,624
[SEP],ing,ing,625
public sector,public sector,public sector,626
tech and telecom,tech and telecom retail,tech and telecom retail,627
health care,health care,health care,628
data and analytics,analytics,the need to lead in data and analytics,629
opportunities,opportunities,opportunities still uncaptured,630
data and analytics,analytics,setting the right vision and strategy for data and analytics use,631
data scientists and engineers,business translators,execute the leadership vision,632
firms in other industries have struggled to move on from legacy systems that trap data in silos,analytics,"a company ’ s it infrastructure is the backbone through which it can access its data , integrate new data , and perform relevant analyses",633
tracking the business impact and making existing processes flexible enough to respond to new data - driven insights,analytics,designing the right organizational structure to support it,634
data and analytics,"data engineers who scale data solutions and build products ; the data scientists who analyze data with increasingly sophisticated techniques to develop insights ; and “ business translators ” who have both technical and domain - or function - specific business knowledge , enabling them to turn analytical insights into profit and loss impact . in addition to these four categories , data visualization","realizing the full potential of data and analytics . there are four broad types of roles to consider : the data architects who design data systems and related processes ; the data engineers who scale data solutions and build products ; the data scientists who analyze data with increasingly sophisticated techniques to develop insights ; and “ business translators ” who have both technical and domain - or function - specific business knowledge , enabling them to turn analytical insights into profit and loss impact . in addition to these four categories , data visualization is an important skill set , vital to the last - mile challenge of discovering value",635
statistical analysis and data mining,statistical analysis and data mining,the demand for data scientists in the united states alone could far exceed the availability of workers with these valuable skills,636
business uses and developing more practical firm - specific insights and applications,practical firm - specific,working closer to business uses,637
data scientists,ai,enabled google to reduce the cooling costs for its vast data centers,638
data and analytics,analytics,responding to the growing demand for analytics talent,639
tech,tech candidates search for jobs,beyond the talent shortage : how tech candidates search for jobs,640
america,"america - lst _ kq0 , 20 . htm",what is main idea ? [SEP],641
linkedin,skills,“ the 25 skills that can get you hired in 2016,642
google,artificial intelligence,artificial intelligence,643
tech,tech,tech,644
computer,computer,how the computer beat the go master,645
artificial intelligence,artificial intelligence,advancing artificial intelligence,646
google,deepmind - for - google,deepmind - for - google,647
opportunities,opportunities,opportunities still uncaptured,648
"data analytics or data science , and business analytics",massive open online courses,"launching programs specifically targeted to data analytics or data science , and business analytics",649
cleaning and structuring data,data tools,the possibility that some part of the activities performed by data scientists may become automated,650
exhibit,exhibit,exhibit,651
data scientists,high - case,trained data scientists would not be sufficient to meet demand,652
supply and demand of data scientists,data,supply and demand,653
high,high,high,654
low,low,what is main idea ? [SEP],655
new,new graduates,new graduates,656
202,demand,demand,657
occupation,job,job market is in equilibrium and supply equals demand,658
data scientists,data scientists,removing,659
355 occupations,occupations,355 occupations,660
2,2 . 1 % from current supply,2 . 1 % from current supply,661
professional services,professional services,professional,662
consulting companies,consulting,consulting,663
numbers may not sum due to rounding .,numbers may not sum due to rounding,numbers may not sum due to rounding,664
burning glass,analysis,burning glass,665
data,analytical,develop analytical talent,666
business,business translators,business translators,667
"government agencies , universities , companies , and non - profits",big,"creation of a big data ecosystem that features collaboration among government agencies , universities , companies , and non - profits",668
data scientists,practical,converting,669
stem and business,training programs,we estimate there will be demand for approximately two million to four million business translators over the next decade,670
data scientist or business translator,visualization,visualization is an important step in turning data into insight and value,671
"real - time and near - real - time data are becoming more prevalent , and organizations and teams need dynamic dashboards rather than reports . third , data is increasingly required for decision making through all parts of an organization , and good visualization supports that goal , bringing the information to life in a way that can be understood by those who are new to analytics . new software enables users to make clear and intuitive visualizations from simpler data . but more complex dashboards and data - driven products",analytics,good,672
analytics,analytics,the talent dividend,673
data - oriented companies,data - oriented,competitive advantage,674
any,search,using the burning glass job postings database,675
"data visualization , tableau , qlikview , and spotfire",data visualization,data visualization,676
opportunities,opportunities,opportunities still uncaptured,677
health care and the public sector,data aggregators,monetize information,678
"health care , where patient information is not always accessible across different emr systems , and in manufacturing","manufacturing , where various plants and suppliers cannot always seamlessly share information . this is a critical enabler : previous mgi research found that 40 percent of all the potential value associated with the internet of things",lack of interoperability,679
providers and pharmaceutical companies,health care,greater data sharing with payers . perhaps the largest hurdle in data access is the need for new data sources to rapidly demonstrate their profit - making potential,680
health care,analytics,"privacy , cybersecurity , and liability . all of these can discourage the use of analytics",681
data,data and analytics,monetize data and add value,682
innovation and performance,open data,unlocking innovation and performance,683
october,october,october,684
shoppers,internet of things,mapping the value beyond the hype,685
july,2013,what is main idea ? [SEP],686
dave and les jacobs / getty images,what kind of application ? [SEP],getty images,687
opportunities,opportunities,opportunities still uncaptured,688
mapping value in data ecosystems,mapping,mapping value in data ecosystems,689
"operating physical systems , processing transactions , sending communications , and movement",social media platforms,it is difficult to actually avoid generating data,690
immediate or potential,launching a new product line or making a scientific breakthrough,it could be a key driver of growth in the future,691
raw data and actual application of data - derived insights,data - derived insights,to use data to grow and improve performance,692
data generation,high - value uses,"as data become easier to collect and as storage costs go down , many types of data will become increasingly commoditized",693
aggregating information from different sources is critical when a large volume of data is needed or when combining complementary data can lead to new insights,aggregation services,"aggregating information from different sources is critical when a large volume of data is needed or when combining complementary data can lead to new insights . but new tools are allowing end - users to perform this function themselves . over the longer term , we believe aggregation services will become more valuable",694
"idea - and knowledge - intensive arenas , including analytical software and algorithms",analytical software and algorithms,analytical software and algorithms,695
corporate profits,global competition for corporate profits,playing to win : the new global competition for corporate profits,696
"business leaders want to know how to measure and value the information they hold . many are asking how much they could earn by selling data to others . but the value of data depends on how they will be used and who will use them . the same piece of data could have different value for different users , depending on their respective economics","selling data to others . but the value of data depends on how they will be used and who will use them . the same piece of data could have different value for different users , depending on their respective economics",business leaders want to know how to measure and value the information they hold,697
knowledge and intellectual property,loyalty,"non - rivalrous nature — that is , the same piece of data can be used by more than one party simultaneously",698
"web , social media , industrial sensors , payment systems , cameras , wearable devices , and human entry",web,how the data are generated and therefore affect their supply,699
"advertiser purchases information on tv ratings , or when a political campaign","advertiser purchases information on tv ratings , or when a political campaign purchases an email list from an advocacy group",the value of data depends on how the data will ( or could ) ultimately be used,700
merger or acquisition,valuation,"valuation in merger or acquisition , the value of the target ’ s data assets may partially be recorded",701
databases,databases,goodwill,702
internet of things,internet of things,mapping the value beyond the hype,703
mapping value in data ecosystems,mapping,mapping value in data ecosystems,704
data,data,data,705
traditional industries,internal cost and revenue optimization,internal cost and revenue optimization,706
marketing and advertising,customer transactional,customer transactional,707
advertising technology firms and social media networks,advertising technology,it is critical to have the capability to cut through the noise with effective analysis,708
market intelligence,market intelligence,market intelligence,709
"regional , industry - specific , functional , or market",market perspective,to deliver strategic insights,710
ride - sharing apps to dating sites,ride - sharing,matching the needs of buyers and sellers,711
machine learning and deep learning,training,training data,712
mapping,game playing,val,713
customer behavior data ) can have multiple applications,each with a different value,"ecosystems may overlap . in some cases , the same piece of data ( such as customer behavior data ) can have multiple applications",714
specific uses,specific uses,"the more data is refined , the more it becomes applicable to specific uses , driving up its value",715
data generation and collection,data generation and collection,data generation and collection,716
captured,captured,initially captured,717
data aggregation,data aggregation,data aggregation,718
data analysis,data analysis,data analysis,719
"collection , aggregation , and analysis","collection , aggregation , and analysis",data infrastructure : the hardware and software associated with data management,720
"mortgages , credit cards , and other lending accounts",credit card,different types of data move through each part of an ecosystem,721
lenders,monetization,the generator of the data ( the consumer ) does not necessarily own the data,722
data collectors and aggregators,high - value applications,value will tend to accrue to providers of analytics,723
mapping value in data ecosystems,mapping,mapping value in data ecosystems,724
exhibit,exhibit,exhibit,725
data generation or aggregation,data generation or aggregation,value will tend to accrue to firms doing analysis and only under certain conditions to those providing data generation or aggregation,726
description [SEP],description,description,727
factors,value,driving value up,728
data generation and collection,data generation and collection the source and platform,data generation and collection,729
data,data,data is initially captured,730
certain data types will have [SEP],data types,certain data types,731
collection barriers are extremely high or data,higher value,higher value,732
data aggregation,data aggregation,data aggregation,733
data analysis,data analysis,data analysis,734
combining,combining data,combining data,735
sources,sources,sources,736
forming marketplaces,forming marketplaces,forming marketplaces,737
commercial exchange of data,commercial,commercial exchange of data,738
applications,demand growth,demand growth,739
value,value,value will be higher,740
aggregation,aggregation,aggregation,741
manipulating aggregated data to develop actionable insights,manipulating aggregated data to develop actionable insights,manipulating aggregated data to develop actionable insights,742
talent shortage,talent shortage deep sector expertise,talent shortage,743
deliver,to deliver effectively,to deliver effectively,744
actual,actual,close relationship to actual,745
use or implementation,use or implementation,use or implementation clarifies value,746
factors,value,driving value down,747
proxies,proxies,growth in available proxies,748
supply,open access,expansion of open access will increase supply,749
technology,technology,technology,750
aggregation,aggregation,aggregation,751
scope,scope,scope,752
vertical ” applications,vertical,solutions will be for “ vertical ” applications,753
future,future trajectory of value,future trajectory of value,754
mc,analysis,analysis,755
data generation and collection,data generation and collection,data generation and collection,756
tv,online,"the market for any particular type of data is shaped by difficulty of collection , access , and availability of substitute data",757
"digital media , social networking , and search","digital media , social networking , and search",give content away for free,758
innovation and performance,open data,unlocking innovation and performance,759
october,october,october,760
data generation and the expanding accessibility of data,proxies,increasing the availability of proxies,761
business analysts,calorie - tracking app,more users consuming data than ever before,762
mining,mining,linking,763
analytics,analytics,"demand for data is driven by the expected value associated with their ultimate use . in many cases , organizations are still learning what to do with all the data that is suddenly available . but as analytics tools improve , so do the odds that at least some value can be extracted from any given data set",764
supply and demand,smartphone,data will continue to become commoditized,765
nielsen or the college board,"google , for example , made huge investments to collect data for google maps","when access is limited by physical barriers or collection is expensive , data will hold its value",766
food photos,snap it to let users count calories in food photos,let users count calories in food photos,767
search page and a monthly data plan,google maps,accuracy of google maps,768
mapping value in data ecosystems,mapping,mapping value in data ecosystems,769
automakers and others,insurance,indirect monetization in the form of internal improvements or value - added services,770
data generation and collection,social media,"suppliers will want to go where demand is , and consumers will want to go where suppliers are",771
generators and collectors of data,generators and collectors of data can capture significant value,"simply selling raw data is likely to generate diminishing returns over time . but in situations where these constraints exist ( or where a business model creates them ) , generators and collectors of data can capture significant value",772
competitors,desktop browsing,they can serve as a “ one - stop shop ”,773
internal and external sources,software services,aggregation,774
targeted advertising and offers,advertising and offers,the information they synthesize can be sold to a broad range of customers,775
marketing data providers ( such mailing list vendors ) and information services,aggregation services,"aggregation services are particularly valuable when combining and processing data are technically difficult , or when coordinating access across diverse sources is a barrier . this can be a complex process even if the underlying data are commoditized ( as with financial market data ) or when they are highly varied and differentiated ( as with health records ) . many traditional marketing data providers ( such mailing list vendors ) and information services providers ( such as westlaw , bloomberg , and argus ) fall into this category and have developed long - standing relationships with data collectors or have technical assets that enable aggregation . many of these aggregators also serve as “ data guides , ” using their deep understanding of complex data environments and privacy regulations to advise their clients on how to best handle the data",776
[CLS] which industries ? [SEP],financial data aggregators,[CLS] what is main idea ? [SEP],777
travel,third - party aggregator model can be relevant in any industry with fragmented competitors,individual,778
data collectors and end - users,data marketplaces,aggregation,779
finance,information services,59 providers of information services in finance can generate operating margins,780
mapping value in data ecosystems,mapping,mapping value in data ecosystems,781
commercial,commercial,facilitating commercial arrangements,782
data analysis is where value will accrue in most ecosystems translating data into business,data analysis,translating data into business insights is generally the most important — and most valuable — step in the data ecosystem . this is where data meet their use and user,783
supply,analytics,"analysis is often the last step , the value generated by data and analysis becomes much clearer . this puts the analytics provider in a better position to capture a portion of this value",784
analytics and interpretation,analytics,the majority of the value generated by analytics will be captured by the user of the analysis .,785
another industry or problem type,analytics providers combine technical capabilities with industry or functional expertise . performing analytics that support predictive maintenance,using analytics to optimize energy consumption,786
energy and inovalon in health care,insurance,add analytics to claim a piece of this high - value segment of the market,787
health care,machine learning,integrate with clients ’ data and perform analysis as a service,788
big data market,big data,big data market forecast,789
marketing agencies as well as consulting and business intelligence,analytics,analytics,790
industries and in society,data - guided decision making,big data could generate big disruptions,791
mapping value in data ecosystems,mapping,mapping value in data ecosystems,792
blue jean images / getty images,what kind of application ? [SEP],what is main idea ? [SEP],793
ryanjlane / getty images,ryanjlane / getty images,ryanjlane / getty images,794
mapping value in data ecosystems,mapping,mapping value in data ecosystems,795
data and analytics,data and analytics,disruption,796
data and analytics,analytics,data and analytics are already reshaping certain industries,797
data and analytics,data and analytics,preparing for what comes next,798
an entirely different industry,google search data to create a price index and drawing on credit scores to inform auto insurance rates,data - driven disruption,799
exhibit,exhibit,exhibit,800
data and analytics,data and analytics,disruptive models,801
▪ assets are underutilized,disruption : ▪ assets are underutilized,disruption,802
inefficient signaling,inefficient signaling,inefficient signaling,803
supply / demand,supply / demand,supply / demand mismatch,804
personalized data,personalized data,personalized data,805
▪,combining,combining data,806
multiple,what kind of application ? [SEP],what is main idea ? [SEP],807
r & d,r & d,r & d,808
bias,biases,biases,809
▪,decision making,speed of decision making,810
human constraints,human constraints,human constraints,811
improving,improving,improving,812
accuracy of prediction,accuracy of prediction,accuracy of prediction,813
mc,analysis,analysis,814
business,real - time matching,real - time matching,815
transportation and logistics,retail media education,smart cities,816
radical personalization,radical personalization,radical personalization,817
data,massive data integration,massive data integration,818
data - driven discovery,data - driven discovery,data - driven discovery,819
decision making,enhanced decision making,enhanced decision making,820
supply and demand,digital platforms,"digital platforms that offer large - scale , real - time matching with dynamic pricing could revolutionize markets",821
es,duplicate,duplicate,822
"transportation , hospitality , certain labor markets , energy , and even some public infrastructure",characteristics,characteristics,823
"banking , insurance , retail , the public sector , and beyond","education , and even political campaigns . in industries where integrating more and better data can dramatically improve performance — such as banking , insurance , retail , the public sector , and beyond — the organizations that master this capability can realize major advantages . data and analytics could similarly shake up industries where the business model is built on innovation and discovery . machine learning and deep learning could fuel everything from drug development to engineering to user experience and design","new players could change the game by using finer behavioral data to customize products , services , and marketing for individuals",824
every industry,businesses in every industry as well as in many areas of society and daily life,"the ability to enhance , support , and even automate human decision making by drawing on vast amounts of data and evidence . technology now presents the opportunity to remove human limitations from many situations and to make faster , more accurate , more consistent , and more transparent decisions",825
economy,to shake up specific parts of the economy,to shake up specific parts of the economy,826
"automobile , property , and casualty",analytics,bringing orthogonal data to bear can change the basis of competition data,827
industries where most incumbents have become used to relying on a certain type of standardized data to make decisions,relying on a certain type of standardized data to make decisions,bringing in fresh types of data sets to supplement those already in use can change the basis of competition,828
property and casualty insurance,telematics,new,829
data and analytics,data and analytics,disruption,830
collaboration,collaboration,optimize collaboration,831
orthogonal,disruptive business model or capability,an organization will integrate the orthogonal data with existing data,832
real,digital platforms,finding,833
"transportation , retail",platforms,they could also transform energy markets,834
"uber , lyft , didi chuxing , and similar services",taxi,speed of hailing,835
ride sharing,mobility services,dynamic pricing adjustments,836
uber,platforms,collected data from their user base to implement improvements,837
cars,reinventingparking,reinventingparking,838
cars,economist,utilization rates of cars,839
mobility,real - time matching platforms,ride - sharing,840
taxi industry,mobility,"incorporates autonomous vehicles into these services , thereby reducing their operating costs",841
exhibit,exhibit,exhibit,842
mobility services,mobility,mobility services could drastically change the calculus of car ownership,843
annual,mobility,mobility,844
autonomous e - hailing e - hailing,autonomous e - hailing,autonomous e - hailing,845
car sharing,car sharing,car sharing,846
new owned car vs . car sharing,car sharing,new owned car vs . car sharing,847
new owned car vs . e - hailing,e - hailing,new owned car vs . e - hailing,848
car,car,cumulative share of people share of car users,849
driving,driving,driving distance,850
urban users,urban,"traveling less than 13 , 000 miles per year",851
"automotive 2030 report , urban mobility",urban mobility,mobility,852
uber,lyft,uber has completed 2 billion rides,853
2016,rec,what is main idea ? [SEP],854
"tech in asia , march 22 , 2016 . 65 “ shared mobility",shared mobility,shared mobility,855
autonomous - electric - shared - mobility,mobility,mobility,856
data and analytics,data and analytics,disruption,857
"transportation industry . value is already shifting from physical assets to data , analytics , and platforms as well as high - margin services such as matching . this is even playing out within the car - sharing",platforms,"value is already shifting from physical assets to data , analytics , and platforms as well as high - margin services such as matching . this is even playing out within the car - sharing market itself , as car2go , zipcar , and other firms that own fleets now face newer platform - based players such as getaround . hyperscale platforms will likely create concentrated markets",858
"car purchases , fuel , and insurance",mobility,"individual consumers stand to reap savings on car purchases , fuel , and insurance by shifting to mobility services",859
exhibit,exhibit,exhibit,860
transportation,hyperscale real - time matching,hyperscale real - time matching,861
range,range,range,862
202,estimated,global impact,863
fewer vehicle purchases,fewer vehicle purchases,fewer vehicle purchases,864
reduced,reduced parking cost,reduced parking cost,865
consumer,consumer benefits,consumer benefits,866
rides,productive time,productive time,867
fuel savings from reduced congestion,fuel savings,fuel savings,868
time savings from reduced congestion,time savings from reduced congestion,time savings,869
public benefits,public benefits,public benefits,870
reduced number of accidents,reduced number of accidents,reduced number of accidents,871
parking,reduced pollution from parking,reduced pollution from parking,872
"roughly 60 percent of the economic impact occurs in developed economies , and the remainder in emerging economies",low - mileage urban travelers,assumes a 10 – 30 % adoption rate among low - mileage urban travelers,873
mc,analysis,analysis,874
mobility,mobility,assume 10 to 30 percent adoption of mobility services globally,875
up,up,up,876
mobility,mobility,potential consumer savings,877
mobility services,mobility,"consumers shifting away from car ownership . by moving to mobility services , the average global consumer is likely to gain around $ 2 , 000 annually in cost savings over purchasing and maintaining a vehicle",878
parking,parking,the,879
driving and parking,mobility services,"boosting the utilization of each vehicle , mobility services can decrease demand for parking and help reduce congestion",880
developed and developing countries,mobility,the shift to mobility services can improve productivity,881
ride sharing can improve road safety,digital mobility,ride sharing can improve road safety,882
high - tech firms,mobility,the shift toward mobility services could potentially halve the growth rate of global vehicle sales by 2030,883
"ride - sharing , fatal crashes , and crime",ride - sharing,value - creating mobility,884
paper,paper,paper,885
ride sharing,empirical investigation of ride sharing,ride sharing,886
alcohol related motor vehicle homicide,business research,alcohol related motor vehicle homicide,887
mc,research,assumptions,888
mckinsey advanced industries,automotive,automotive revolution,889
data and analytics,data and analytics,disruption,890
"volkswagen with gett , gm with lyft , and fiat with google",google,cross - sector alliances,891
exhibit,exhibit,exhibit,892
mobility services,mobility,"increasing adoption of mobility services could lower the trajectory of global vehicles sales , potentially cutting the growth rate in half",893
mobility service,mobility,mobility service usage,894
+,+,+,895
miles,miles,miles traveled,896
mobility services,scaling mobility services,scaling mobility services,897
autonomous options,autonomous options,effect of autonomous options,898
future mobility,future mobility,future mobility service mileage,899
new car sales,new car sales,new car sales,900
macroeconomy and urbanization,macroeconomy and urbanization,growth from macroeconomy and urbanization,901
mobility services,scaling mobility services,scaling mobility services,902
autonomous options,autonomous options,effect of autonomous options,903
growth,adjusted growth trajectory,adjusted growth trajectory,904
numbers may not sum due to rounding .,numbers may not sum due to rounding,numbers may not sum due to rounding,905
autos & shared mobility,mobility,shared mobility,906
drivers,supply and demand matching,"autonomous vehicles , which appear to be on the horizon , could accelerate this wave of change",907
logistics industry,mapping technology and algorithms,improve the efficiency of trucking routes and handoffs in the logistics industry,908
toyota and uber,lease partnership,lease partnership,909
"retail , social networking , music , and even dating",hyperscale matching platforms,hyperscale matching platforms could be transformative,910
energy markets,"smart grid technology can address this inefficiency by using new sensor data to generate more dynamic matching of supply and demand , in part by allowing small , private energy producers ( even individual homeowners ) to sell excess capacity back to the grid . this technology is developing quickly : the united states alone has committed more than $ 9 billion in public and private funds toward smart grid technology since 2010 . 73 in the netherlands , some startups are using the peer - to - peer model to match individual households directly with small providers ( such as farmers ) who produce excess energy . vandebron , for instance , charges a fixed subscription fee to connect consumers with renewable energy providers",allowing,911
"household chores and errands , data entry , and simple coding projects",digital job boards,platforms can match available workers with requests for their services on demand,912
digital platforms,digital platforms,breaking down larger digital projects into smaller discrete tasks that can be handled by remote workers in developing countries,913
businesses,platforms,"productivity benefits for businesses , while creating a new avenue for individuals who need work to generate income",914
choice,digital,connecting talent with opportunity,915
independent work,independent work,"independent work : choice , necessity , and the gig economy",916
data and analytics,data and analytics,disruption,917
data and analytics,data and analytics,can tailor offerings to the individual,918
"online activity , social media commentary , and wearables",online,precise micro - targeting,919
"education , travel and hospitality , media , retail , and advertising",advertising,radical personalization,920
exhibit,exhibit,exhibit,921
personal preferences and characteristics,tailor,radical personalization,922
data and analytics,data and analytics,granular data enables finer levels,923
outcomes and responses data,data,distinctions among individuals ▪ outcomes and responses data,924
goods / services,customized,allow businesses to estimate relationships between individual characteristics and improved value from customized goods / services,925
industry preconditions ▪ the good or service,industry preconditions,the good or service has a differentiated value for each individual,926
mass customization,mass customization,mass customization,927
individual demands,possibility of meeting individual demands,possibility of meeting individual demands,928
mc,analysis,analysis,929
education,education,education,930
travel and leisure media retail,labor market travel and leisure media retail,labor market,931
advertising,advertising,advertising,932
health care,analytics,analytics,933
job matching and training,"individualized learning experiences based on existing skills , learning style , and interests identifying an individual ’ s skills and career goals to aid job matching and training",precision wellness,934
"shoppers directed to the right products for them at the right moment ads targeted by time , location , and person","ads targeted by time , location , and person to maximize potential sales",to maximize potential sales,935
matching complexity,matching complexity,matching complexity,936
